Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
161,Jared McCain,21,2TM,SG,61,1,17.4,3.0,7.1,.418,1.5,3.8,.393,1.5,3.3,.448,.524,0.8,0.9,.873,0.4,1.7,2.1,1.3,0.5,0.1,0.8,1.2,8.3,,mccaija01
162,Jonas Valančiūnas,33,DEN,C,60,5,13.2,3.3,5.7,.572,0.1,0.3,.300,3.2,5.4,.589,.581,1.6,2.1,.776,1.5,3.4,4.9,1.2,0.2,0.5,1.1,2.0,8.2,,valanjo01
163,Brook Lopez,37,LAC,C,69,34,21.4,3.0,7.0,.427,1.5,4.2,.359,1.5,2.8,.528,.534,0.7,1.0,.773,0.5,2.9,3.4,1.3,0.6,1.2,0.8,1.9,8.2,,lopezbr01
164,Cody Williams,21,UTA,SG,62,36,23.4,3.3,7.0,.475,0.4,1.8,.228,2.9,5.2,.563,.505,1.1,1.6,.701,0.9,1.9,2.8,1.8,0.7,0.4,1.0,1.9,8.2,,willico04
165,Gary Trent Jr.,27,MIL,SG,64,21,21.2,2.8,7.2,.390,1.9,5.2,.368,0.9,2.0,.449,.524,0.6,0.8,.765,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.2,,trentga02
166,Luke Kennard,29,2TM,SG,72,1,21.0,2.9,5.4,.545,1.6,3.2,.491,1.4,2.2,.623,.690,0.7,0.8,.926,0.4,1.8,2.2,1.9,0.6,0.1,0.7,1.3,8.1,,kennalu01
167,Ron Holland,20,DET,SF,72,5,19.9,3.0,6.9,.429,0.6,2.5,.226,2.4,4.4,.542,.470,1.6,2.0,.806,1.1,3.0,4.1,1.3,1.2,0.3,1.3,2.3,8.1,,hollaro01
168,Moussa Diabaté,24,CHO,C,68,42,26.0,3.2,5.1,.628,0.0,0.0,.500,3.2,5.1,.629,.630,1.6,2.5,.659,3.8,5.0,8.8,1.9,0.8,1.0,1.0,2.4,8.1,,diabamo01
169,Bones Hyland,25,MIN,PG,66,3,16.0,2.9,6.3,.457,1.5,3.9,.382,1.4,2.3,.581,.576,0.8,1.0,.783,0.3,1.3,1.6,2.6,0.6,0.2,0.9,1.7,8.0,,hylanbo01
170,Dominick Barlow,22,PHI,PF,65,58,23.9,3.1,5.7,.544,0.3,1.2,.266,2.8,4.5,.619,.572,1.3,1.9,.711,1.9,2.8,4.7,1.3,0.9,0.7,0.8,2.1,7.9,,barlodo01
171,Nique Clifford,23,SAC,SG,70,23,24.2,3.0,7.5,.407,1.0,3.0,.329,2.1,4.5,.459,.472,0.8,1.1,.692,0.9,2.7,3.6,2.2,0.9,0.3,1.4,2.1,7.8,,cliffni01
172,Bruce Brown,29,DEN,SG,77,2,24.5,3.0,6.3,.472,0.7,1.8,.391,2.3,4.5,.504,.528,1.2,1.5,.761,1.0,2.8,3.8,2.1,1.0,0.2,1.1,2.4,7.8,,brownbr01
173,Luka Garza,27,BOS,C,66,5,15.9,2.9,4.9,.583,0.8,1.8,.441,2.1,3.1,.665,.664,1.3,1.7,.764,2.2,1.7,3.9,0.9,0.4,0.4,0.7,2.3,7.8,,garzalu01
174,Ryan Kalkbrenner,24,CHO,C,63,30,21.5,3.3,4.3,.751,0.0,0.1,.000,3.3,4.3,.765,.751,1.2,1.7,.700,2.4,3.0,5.5,0.8,0.5,1.4,0.9,1.6,7.7,,kalkbry01
175,Quinten Post,25,GSW,PF,67,35,17.3,2.9,6.6,.440,1.4,4.1,.336,1.5,2.4,.617,.546,0.5,0.6,.791,1.0,3.0,4.0,1.4,0.4,0.5,0.8,1.9,7.7,,postqu01
176,Paul Reed,26,DET,C,59,9,13.7,3.1,5.2,.599,0.2,0.6,.333,2.9,4.5,.634,.618,1.1,1.7,.657,2.0,2.4,4.4,1.2,0.9,0.9,0.9,1.8,7.5,,reedpa01
177,Walter Clayton,22,2TM,PG,66,4,20.3,2.5,6.5,.377,1.0,3.5,.294,1.4,3.1,.470,.455,1.5,1.7,.895,0.3,1.7,2.0,4.0,0.7,0.3,1.7,1.8,7.5,,claytwa01
178,Caris LeVert,31,DET,SG,55,0,19.5,2.8,6.6,.418,1.0,3.1,.327,1.7,3.5,.497,.495,0.9,1.3,.676,0.4,1.6,2.0,2.7,0.9,0.7,1.4,1.6,7.5,,leverca01
179,Kris Dunn,31,LAC,PG,76,63,27.4,2.8,5.9,.480,1.0,2.6,.379,1.8,3.3,.560,.564,0.8,1.0,.772,0.7,2.6,3.3,3.6,1.6,0.2,1.3,2.3,7.4,,dunnkr01
180,Jaylin Williams,23,OKC,PF,61,11,20.0,2.4,5.6,.424,1.5,4.1,.379,0.8,1.5,.543,.562,1.1,1.4,.793,0.5,5.0,5.6,2.4,0.5,0.7,1.1,2.0,7.4,,willija07
181,Gary Payton II,33,GSW,SG,67,1,15.3,3.2,5.6,.577,0.6,1.8,.308,2.7,3.8,.703,.626,0.3,0.5,.588,1.3,2.2,3.6,1.7,0.9,0.3,0.9,1.8,7.3,,paytoga02
182,Jose Alvarado,27,2TM,PG,66,2,19.8,2.7,6.4,.415,1.5,4.1,.352,1.2,2.3,.530,.528,0.5,0.6,.800,0.4,2.1,2.4,3.3,0.9,0.1,1.1,1.9,7.3,,alvarjo01
183,Jaxson Hayes,25,LAL,C,64,9,18.1,2.9,3.9,.751,0.0,0.0,1.000,2.9,3.8,.748,.757,1.3,2.1,.634,1.5,2.7,4.2,0.9,0.5,0.8,0.4,1.9,7.2,,hayesja02
184,Ja'Kobe Walter,21,TOR,SG,66,16,19.8,2.4,5.4,.443,1.4,3.6,.398,1.0,1.9,.528,.574,1.0,1.2,.821,0.8,1.7,2.5,1.2,1.0,0.2,0.5,2.2,7.2,,walteja01
185,Terance Mann,29,BRK,SG,62,50,24.3,2.7,5.9,.455,0.9,2.4,.358,1.8,3.4,.524,.529,1.0,1.3,.788,1.1,2.1,3.2,3.0,0.7,0.2,1.1,2.5,7.2,,mannte01
186,Taylor Hendricks,22,2TM,PF,56,14,18.9,2.7,5.9,.450,1.0,3.1,.331,1.7,2.9,.578,.536,0.8,1.2,.662,1.1,2.6,3.7,0.9,0.8,0.5,0.9,1.6,7.2,,hendrta01
187,Ben Sheppard,24,IND,SG,64,19,21.3,2.6,5.9,.437,1.3,3.6,.362,1.3,2.4,.550,.546,0.6,0.8,.755,0.7,2.3,3.0,1.8,0.6,0.1,0.6,1.8,7.1,,sheppbe01
188,Pat Spencer,29,GSW,PG,60,12,18.2,2.8,6.4,.429,0.9,2.4,.354,1.9,4.0,.473,.495,0.7,0.9,.774,0.8,1.7,2.4,3.5,0.8,0.1,1.3,1.2,7.0,,spencpa01
189,Kobe Sanders,23,LAC,SG,62,16,19.9,2.5,5.5,.462,1.1,2.8,.409,1.4,2.8,.515,.564,0.7,0.9,.811,0.4,1.9,2.3,1.6,0.7,0.1,1.3,2.1,6.9,,sandeko01
190,Javonte Green,32,DET,SG,76,6,17.7,2.3,5.1,.445,1.1,3.0,.373,1.1,2.1,.551,.556,1.3,1.5,.833,0.8,2.0,2.7,0.7,1.3,0.3,0.6,1.4,6.9,,greenja02
191,Will Richard,23,GSW,SG,65,21,20.5,2.5,5.2,.478,1.1,3.2,.345,1.4,2.0,.684,.583,0.7,0.8,.852,1.0,1.6,2.6,1.4,1.2,0.1,0.8,2.0,6.8,,richawi02
192,Isaiah Jackson,24,2TM,C,55,14,16.5,2.7,4.3,.637,0.0,0.1,.000,2.7,4.3,.645,.637,1.2,1.9,.648,2.1,3.2,5.3,0.9,0.7,0.9,1.1,2.7,6.7,,jacksis01
193,Jamal Shead,23,TOR,PG,76,11,22.5,2.3,6.2,.366,1.0,3.2,.317,1.2,2.9,.420,.449,1.1,1.4,.776,0.3,1.5,1.8,5.4,1.0,0.2,1.3,2.0,6.6,,sheadja01
194,Patrick Williams,24,CHI,PF,66,4,19.6,2.3,6.3,.371,1.3,3.6,.349,1.1,2.7,.400,.470,0.7,1.0,.677,0.7,2.1,2.8,1.3,0.6,0.3,1.0,1.3,6.6,,willipa01
195,Luke Kornet,30,SAS,C,63,23,21.0,2.6,4.0,.642,0.0,0.0,,2.6,4.0,.642,.642,1.4,1.7,.815,2.7,3.4,6.2,1.8,0.4,1.0,0.4,1.8,6.6,,kornelu01
196,Oso Ighodaro,23,PHO,PF,76,22,22.2,2.9,4.5,.654,0.0,0.0,.000,2.9,4.5,.656,.654,0.7,1.5,.459,1.7,3.4,5.0,2.3,0.9,0.6,1.3,2.7,6.5,,ighodos01
197,Keon Ellis,26,2TM,SG,67,9,20.2,2.3,5.2,.438,1.3,3.4,.364,1.0,1.8,.585,.559,0.7,1.0,.723,0.5,1.3,1.8,0.9,1.2,0.7,0.6,1.9,6.5,,elliske01
198,Andre Drummond,32,PHI,C,57,24,19.5,2.5,5.4,.469,0.5,1.5,.361,2.0,3.9,.509,.518,0.8,1.3,.627,3.1,5.2,8.4,1.2,0.6,0.8,1.0,2.0,6.4,,drumman01
199,Drake Powell,20,BRK,SG,58,20,20.3,2.2,5.3,.419,0.8,2.8,.301,1.4,2.5,.552,.498,1.1,1.2,.910,0.4,1.4,1.7,1.4,0.5,0.2,0.9,1.4,6.3,,poweldr01
200,Ryan Nembhard,22,DAL,PG,55,23,18.6,2.5,6.2,.413,0.8,2.2,.377,1.7,3.9,.433,.481,0.4,0.5,.769,0.2,1.7,1.9,4.9,0.4,0.0,1.4,1.3,6.3,,nembhry01
201,Gradey Dick,22,TOR,SG,70,1,14.8,2.2,5.2,.417,0.8,2.6,.301,1.4,2.6,.533,.492,1.0,1.2,.880,0.5,1.5,2.0,0.7,0.6,0.1,0.6,1.4,6.2,,dickgr01
202,Justin Edwards,22,PHI,SF,59,12,15.4,2.3,5.0,.452,1.1,2.8,.369,1.2,2.1,.563,.558,0.6,0.7,.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.5,6.1,,edwarju01
203,Thomas Bryant,28,CLE,C,58,0,11.9,2.2,4.4,.500,0.8,2.2,.349,1.4,2.2,.646,.586,0.9,1.1,.803,1.0,2.3,3.3,0.5,0.3,0.4,0.5,1.2,6.1,,bryanth01
204,Ryan Dunn,23,PHO,SF,65,14,19.6,2.4,5.3,.452,0.8,2.5,.335,1.6,2.8,.554,.530,0.3,0.6,.476,1.5,2.8,4.3,1.4,0.9,0.4,0.8,2.0,5.9,,dunnry01
205,Dean Wade,29,CLE,PF,57,36,22.4,2.1,4.8,.432,1.2,3.4,.354,0.9,1.4,.617,.557,0.5,0.7,.711,0.9,3.3,4.2,1.5,0.8,0.4,0.3,1.6,5.8,,wadede01
206,Karlo Matković,24,NOP,PF,62,2,14.7,2.3,3.8,.604,0.6,1.5,.422,1.7,2.3,.717,.685,0.5,0.7,.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,,matkoka01
207,Dru Smith,28,MIA,SG,69,1,16.4,1.9,4.6,.416,0.6,1.8,.302,1.4,2.8,.490,.475,1.2,1.5,.825,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,smithdr01
208,Goga Bitadze,26,ORL,C,58,3,14.9,2.3,3.3,.675,0.0,0.2,.182,2.2,3.2,.705,.680,1.0,1.5,.698,2.0,2.7,4.7,1.3,0.6,0.9,0.6,2.1,5.6,,bitadgo01
209,Rob Dillingham,21,2TM,PG,59,0,13.9,2.2,5.9,.382,0.6,1.8,.311,1.7,4.1,.413,.429,0.5,0.7,.769,0.3,1.5,1.7,2.2,0.7,0.1,1.3,1.7,5.5,,dilliro01
210,Jett Howard,22,ORL,SF,54,0,12.8,1.9,4.6,.416,1.0,2.7,.372,0.9,1.9,.476,.524,0.7,0.7,.949,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.2,5.5,,howarje01
211,Nae'Qwan Tomlin,25,CLE,PF,60,2,15.2,2.2,4.8,.470,0.4,1.7,.204,1.9,3.0,.621,.507,0.7,0.9,.750,1.2,1.4,2.7,0.8,0.7,0.5,0.4,1.9,5.5,,tomlina01
212,Yves Missi,21,NOP,C,63,12,19.3,2.3,4.3,.536,0.0,0.0,.000,2.3,4.3,.538,.536,0.8,1.5,.558,2.7,3.0,5.7,1.3,0.3,1.5,0.8,1.7,5.5,,missiyv01
213,Spencer Jones,24,DEN,SF,64,37,22.1,2.1,4.1,.504,0.9,2.3,.396,1.2,1.8,.636,.613,0.5,0.8,.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,jonessp01
214,Guerschon Yabusele,30,2TM,C,63,15,14.4,1.8,4.5,.409,1.0,2.8,.364,0.8,1.7,.486,.523,0.8,1.1,.743,0.8,2.5,3.3,0.9,0.4,0.2,0.6,1.2,5.5,,yabusgu01
215,Mitchell Robinson,27,NYK,C,57,15,19.5,2.4,3.3,.714,0.0,0.0,,2.4,3.3,.714,.714,0.7,1.7,.392,4.2,4.5,8.7,0.9,0.9,1.1,0.7,2.1,5.4,,robinmi01
216,Sidy Cissoko,21,POR,SF,70,26,20.1,1.9,4.7,.399,0.8,2.8,.304,1.0,1.9,.537,.489,0.8,1.2,.651,0.9,1.5,2.3,1.5,0.7,0.4,1.0,2.6,5.4,,cissosi01
217,Kobe Brown,26,2TM,PF,56,5,14.6,1.9,4.1,.472,0.8,2.1,.364,1.2,2.0,.586,.566,0.8,0.9,.808,1.0,1.7,2.8,1.2,0.3,0.2,0.8,1.1,5.4,,brownko01
218,Sion James,23,CHO,SG,76,19,22.6,1.6,4.3,.376,1.0,2.7,.365,0.6,1.6,.393,.491,1.1,1.3,.842,0.6,2.8,3.4,2.0,0.6,0.3,0.8,1.8,5.3,,jamessi01
219,Jordan Walsh,21,BOS,PF,62,22,17.7,2.0,3.8,.511,0.7,1.7,.393,1.3,2.1,.608,.599,0.6,0.9,.755,1.3,2.8,4.1,0.8,0.7,0.5,0.5,2.0,5.2,,walshjo01
220,Baylor Scheierman,25,BOS,SG,71,19,18.1,1.8,4.0,.451,1.1,2.9,.389,0.7,1.1,.615,.593,0.3,0.3,.864,0.8,2.7,3.5,1.5,0.5,0.1,0.6,1.4,5.0,,scheiba01
221,Ochai Agbaji,25,2TM,SG,61,13,15.7,1.9,4.4,.435,0.5,2.0,.258,1.4,2.4,.586,.494,0.6,0.7,.837,0.7,1.5,2.2,0.7,0.4,0.3,0.5,1.5,5.0,,agbajoc01
222,Adem Bona,22,PHI,C,66,15,17.5,1.8,3.1,.592,0.0,0.1,.333,1.8,3.0,.600,.597,1.2,1.7,.706,1.8,2.6,4.4,0.4,0.4,1.2,0.8,2.2,4.9,,bonaad01
223,Josh Okogie,27,HOU,SG,72,29,17.3,1.7,3.8,.436,0.8,2.1,.397,0.8,1.7,.484,.546,0.5,0.9,.571,1.0,1.5,2.5,0.8,0.8,0.2,0.5,1.4,4.6,,okogijo01
224,Mouhamed Gueye,23,ATL,PF,73,8,15.4,1.7,3.8,.452,0.5,1.7,.306,1.2,2.1,.568,.520,0.5,0.8,.639,1.2,2.4,3.6,0.9,0.8,0.5,0.5,1.7,4.5,,gueyemo02
225,Jericho Sims,27,MIL,C,61,16,18.7,2.0,2.5,.793,0.0,0.0,,2.0,2.5,.793,.793,0.5,0.8,.627,2.0,3.3,5.3,1.2,0.2,0.2,1.1,2.0,4.4,,simsje01
226,Jarred Vanderbilt,26,LAL,PF,59,3,17.6,1.7,3.7,.463,0.5,1.5,.303,1.2,2.2,.575,.525,0.5,0.9,.627,1.3,3.2,4.5,1.2,0.8,0.3,0.8,1.7,4.4,,vandeja01
227,Jabari Walker,23,PHI,PF,61,6,12.2,1.5,3.4,.448,0.5,1.5,.330,1.0,1.9,.543,.521,0.8,1.0,.750,1.1,1.9,3.1,0.5,0.4,0.2,0.4,1.7,4.4,,walkeja01
228,Tyler Kolek,24,NYK,PG,61,1,11.7,1.7,4.0,.434,0.7,1.8,.378,1.0,2.1,.481,.521,0.2,0.3,.700,0.3,1.3,1.6,2.8,0.3,0.1,0.9,1.0,4.4,,kolekty01
229,Craig Porter Jr.,25,CLE,PG,60,2,17.6,1.8,4.0,.439,0.5,1.5,.345,1.3,2.5,.493,.502,0.3,0.6,.556,1.3,2.0,3.3,3.2,0.9,0.6,0.9,1.1,4.3,,portecr01
230,Rayan Rupert,21,2TM,SG,60,5,15.5,1.6,4.1,.393,0.7,1.9,.342,1.0,2.2,.436,.472,0.4,0.6,.735,0.6,1.9,2.5,0.8,0.8,0.1,0.7,1.8,4.3,,ruperra01
231,Noah Penda,21,ORL,SF,55,2,13.4,1.5,3.6,.412,0.5,1.6,.333,0.9,2.0,.477,.487,0.6,0.9,.688,1.2,2.2,3.4,1.2,0.5,0.3,0.8,1.2,4.1,,pendano01
232,Nicolas Batum,37,LAC,PF,70,6,17.9,1.3,3.3,.398,1.3,3.2,.398,0.1,0.1,.400,.589,0.1,0.2,.818,0.3,2.2,2.6,0.9,0.7,0.3,0.5,1.3,4.0,,batumni01
233,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,.450,0.3,1.0,.351,1.1,2.3,.492,.503,0.6,1.1,.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
234,Hugo González,19,BOS,SF,71,3,14.8,1.6,3.4,.471,0.6,1.6,.357,1.0,1.8,.571,.555,0.2,0.4,.500,0.9,2.5,3.4,0.5,0.5,0.3,0.5,1.7,3.9,,gonzahu01
235,Jaylen Clark,24,MIN,SG,63,0,12.4,1.4,3.2,.432,0.4,1.3,.310,1.0,1.8,.522,.497,0.7,1.1,.657,0.8,1.0,1.8,0.5,0.6,0.1,0.3,1.2,3.8,,clarkja02
236,Carter Bryant,20,SAS,PF,65,0,10.9,1.4,3.6,.386,0.6,2.1,.309,0.7,1.5,.495,.476,0.4,0.6,.711,0.5,2.0,2.4,0.5,0.2,0.3,0.4,1.2,3.8,,bryanca01
237,Micah Peavy,24,NOP,SG,55,1,13.2,1.6,4.2,.377,0.4,1.7,.231,1.2,2.5,.471,.422,0.2,0.3,.684,0.7,1.0,1.8,0.9,0.6,0.1,0.3,1.3,3.8,,peavymi01
238,Clint Capela,31,HOU,C,69,2,12.4,1.5,3.0,.512,0.0,0.0,,1.5,3.0,.512,.512,0.6,1.0,.597,2.1,2.5,4.6,0.7,0.5,0.8,0.6,1.0,3.6,,capelca01
239,Mohamed Diawara,20,NYK,SF,66,6,8.7,1.3,3.0,.434,0.7,1.8,.397,0.6,1.2,.494,.556,0.2,0.3,.706,0.2,1.1,1.3,0.7,0.2,0.1,0.4,0.7,3.5,,diawamo01
240,Dwight Powell,34,DAL,C,57,10,13.8,1.0,1.5,.667,0.0,0.1,.333,1.0,1.5,.679,.672,1.3,1.9,.685,1.4,2.4,3.8,0.9,0.5,0.3,0.6,1.9,3.4,,poweldw01
241,Jamison Battle,24,TOR,SF,55,2,9.0,1.2,2.5,.500,0.6,1.5,.422,0.6,1.0,.623,.629,0.1,0.2,.667,0.3,1.2,1.6,0.4,0.1,0.1,0.3,0.8,3.3,,battlja01
242,Tyus Jones,29,3TM,PG,64,10,14.6,1.1,3.2,.346,0.6,2.0,.277,0.5,1.2,.467,.434,0.1,0.1,.778,0.2,0.9,1.0,2.4,0.6,0.0,0.3,0.5,2.9,,jonesty01
,League Average,,,,,,,,,.470,,,.359,,,.549,.545,,,.783,,,,,,,,,,,-9999